population,population_definition,removed_source,remaining_denominator_n,code_a,label_a,code_b,label_b,n11_both_present,n10_a_only,n01_b_only,n00_neither,jaccard,lift,full_population_n11,n11_difference,full_population_jaccard,jaccard_difference,full_population_lift,lift_difference
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,bank_drop_sale,Bank drop sale or bank-drop infrastructure,cashout_laundering_service,Cash-out or laundering service,30,77,86,248,0.15544,1.065904,33,-3,0.158654,-0.003214,1.088636,-0.022732
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,bank_drop_sale,Bank drop sale or bank-drop infrastructure,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,36,71,85,249,0.1875,1.22623,39,-3,0.186603,0.000897,1.215657,0.010573
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,bank_drop_sale,Bank drop sale or bank-drop infrastructure,email_access_takeover,Email-access-enabled account takeover,23,84,20,314,0.181102,2.204521,30,-7,0.193548,-0.012446,1.85563,0.348891
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,bank_drop_sale,Bank drop sale or bank-drop infrastructure,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",35,72,97,237,0.171569,1.092821,35,0,0.159817,0.011752,1.041757,0.051064
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,bank_drop_sale,Bank drop sale or bank-drop infrastructure,fullz_identity_package,Fullz or identity package,54,53,62,272,0.319527,1.918627,63,-9,0.33871,-0.019183,1.948412,-0.029785
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,bank_drop_sale,Bank drop sale or bank-drop infrastructure,jurisdiction_localisation,Jurisdiction-specific bank or account reference,50,57,34,300,0.35461,2.453271,64,-14,0.363636,-0.009026,2.129037,0.324234
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,bank_drop_sale,Bank drop sale or bank-drop infrastructure,mule_recruitment,Mule recruitment or account-holder solicitation,4,103,6,328,0.035398,1.648598,4,0,0.031496,0.003902,1.583471,0.065127
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,bank_drop_sale,Bank drop sale or bank-drop infrastructure,telegram_off_platform,Telegram or private-channel coordination reference,14,93,70,264,0.079096,0.686916,16,-2,0.08377,-0.004674,0.736498,-0.049582
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,bank_drop_sale,Bank drop sale or bank-drop infrastructure,tutorial_training_recruitment,"Tutorial, guide, or training content",37,70,64,270,0.216374,1.509855,41,-4,0.219251,-0.002877,1.516876,-0.007021
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,bank_drop_sale,Bank drop sale or bank-drop infrastructure,vulnerable_group_exploitation,Vulnerable group or migrant/student exploitation,0,107,1,333,0.0,0.0,0,0,0.0,0.0,0.0,0.0
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,bank_log_sale,Compromised bank log sale or discussion,cashout_laundering_service,Cash-out or laundering service,65,88,51,237,0.318627,1.615112,68,-3,0.291845,0.026782,1.499632,0.11548
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,bank_log_sale,Compromised bank log sale or discussion,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,73,80,48,240,0.363184,1.73894,78,-5,0.33913,0.024054,1.625353,0.113587
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,bank_log_sale,Compromised bank log sale or discussion,email_access_takeover,Email-access-enabled account takeover,36,117,7,281,0.225,2.413133,55,-19,0.289474,-0.064474,2.274258,0.138875
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,bank_log_sale,Compromised bank log sale or discussion,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",59,94,73,215,0.261062,1.288324,59,0,0.231373,0.029689,1.173971,0.114353
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,bank_log_sale,Compromised bank log sale or discussion,fullz_identity_package,Fullz or identity package,55,98,61,227,0.257009,1.366633,63,-8,0.256098,0.000911,1.302529,0.064104
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,bank_log_sale,Compromised bank log sale or discussion,jurisdiction_localisation,Jurisdiction-specific bank or account reference,47,106,37,251,0.247368,1.612745,75,-28,0.333333,-0.085965,1.667905,-0.05516
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,bank_log_sale,Compromised bank log sale or discussion,mule_recruitment,Mule recruitment or account-holder solicitation,7,146,3,285,0.044872,2.017647,7,0,0.038043,0.006829,1.852486,0.165161
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,bank_log_sale,Compromised bank log sale or discussion,telegram_off_platform,Telegram or private-channel coordination reference,27,126,57,231,0.128571,0.926471,27,0,0.1125,0.016071,0.830849,0.095622
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,bank_log_sale,Compromised bank log sale or discussion,tutorial_training_recruitment,"Tutorial, guide, or training content",61,92,40,248,0.316062,1.740827,65,-4,0.29148,0.024582,1.607632,0.133195
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,bank_log_sale,Compromised bank log sale or discussion,vulnerable_group_exploitation,Vulnerable group or migrant/student exploitation,0,153,1,287,0.0,0.0,0,0,0.0,0.0,0.0,0.0
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,cashout_laundering_service,Cash-out or laundering service,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,59,57,62,263,0.331461,1.853733,60,-1,0.320856,0.010605,1.885827,-0.032094
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,cashout_laundering_service,Cash-out or laundering service,email_access_takeover,Email-access-enabled account takeover,15,101,28,297,0.104167,1.326183,17,-2,0.101796,0.002371,1.060286,0.265897
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,cashout_laundering_service,Cash-out or laundering service,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",37,79,95,230,0.175355,1.065635,37,0,0.171296,0.004059,1.110464,-0.044829
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,cashout_laundering_service,Cash-out or laundering service,fullz_identity_package,Fullz or identity package,34,82,82,243,0.171717,1.114298,36,-2,0.169811,0.001906,1.122656,-0.008358
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,cashout_laundering_service,Cash-out or laundering service,jurisdiction_localisation,Jurisdiction-specific bank or account reference,31,85,53,272,0.183432,1.403017,35,-4,0.171569,0.011863,1.17402,0.228997
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,cashout_laundering_service,Cash-out or laundering service,mule_recruitment,Mule recruitment or account-holder solicitation,7,109,3,322,0.058824,2.661207,7,0,0.056911,0.001913,2.794167,-0.13296
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,cashout_laundering_service,Cash-out or laundering service,telegram_off_platform,Telegram or private-channel coordination reference,41,75,43,282,0.257862,1.855603,41,0,0.248485,0.009377,1.903004,-0.047401
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,cashout_laundering_service,Cash-out or laundering service,tutorial_training_recruitment,"Tutorial, guide, or training content",45,71,56,269,0.261628,1.693837,48,-3,0.268156,-0.006528,1.790654,-0.096817
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,cashout_laundering_service,Cash-out or laundering service,vulnerable_group_exploitation,Vulnerable group or migrant/student exploitation,0,116,1,324,0.0,0.0,0,0,0.0,0.0,0.0,0.0
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,email_access_takeover,Email-access-enabled account takeover,16,105,27,293,0.108108,1.356141,18,-2,0.104046,0.004062,1.060778,0.295363
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",56,65,76,244,0.284264,1.546206,57,-1,0.280788,0.003476,1.616423,-0.070217
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,fullz_identity_package,Fullz or identity package,43,78,73,247,0.221649,1.351026,45,-2,0.214286,0.007363,1.325972,0.025054
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,jurisdiction_localisation,Jurisdiction-specific bank or account reference,31,90,53,267,0.178161,1.345041,36,-5,0.171429,0.006732,1.141004,0.204037
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,mule_recruitment,Mule recruitment or account-holder solicitation,7,114,3,317,0.056452,2.55124,7,0,0.053846,0.002606,2.640157,-0.088917
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,telegram_off_platform,Telegram or private-channel coordination reference,35,86,49,271,0.205882,1.518595,35,0,0.196629,0.009253,1.534975,-0.01638
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,tutorial_training_recruitment,"Tutorial, guide, or training content",44,77,57,263,0.247191,1.587759,45,-1,0.238095,0.009096,1.586209,0.00155
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,vulnerable_group_exploitation,Vulnerable group or migrant/student exploitation,0,121,1,319,0.0,0.0,0,0,0.0,0.0,0.0,0.0
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,email_access_takeover,Email-access-enabled account takeover,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",17,26,115,283,0.107595,1.320825,17,0,0.094444,0.013151,0.956649,0.364176
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,email_access_takeover,Email-access-enabled account takeover,fullz_identity_package,Fullz or identity package,22,21,94,304,0.160584,1.945068,26,-4,0.156627,0.003957,1.520264,0.424804
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,email_access_takeover,Email-access-enabled account takeover,jurisdiction_localisation,Jurisdiction-specific bank or account reference,21,22,63,335,0.198113,2.563953,42,-21,0.297872,-0.099759,2.641544,-0.077591
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,email_access_takeover,Email-access-enabled account takeover,mule_recruitment,Mule recruitment or account-holder solicitation,0,43,10,388,0.0,0.0,0,0,0.0,0.0,0.0,0.0
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,email_access_takeover,Email-access-enabled account takeover,telegram_off_platform,Telegram or private-channel coordination reference,11,32,73,325,0.094828,1.343023,12,-1,0.086957,0.007871,1.044331,0.298692
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,email_access_takeover,Email-access-enabled account takeover,tutorial_training_recruitment,"Tutorial, guide, or training content",18,25,83,315,0.142857,1.827769,22,-4,0.147651,-0.004794,1.538843,0.288926
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,email_access_takeover,Email-access-enabled account takeover,vulnerable_group_exploitation,Vulnerable group or migrant/student exploitation,0,43,1,397,0.0,0.0,0,0,0.0,0.0,0.0,0.0
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",fullz_identity_package,Fullz or identity package,40,92,76,233,0.192308,1.152038,40,0,0.180995,0.011313,1.12547,0.026568
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",jurisdiction_localisation,Jurisdiction-specific bank or account reference,36,96,48,261,0.2,1.431818,36,0,0.166667,0.033333,1.089531,0.342287
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",mule_recruitment,Mule recruitment or account-holder solicitation,5,127,5,304,0.036496,1.670455,5,0,0.036232,0.000264,1.800752,-0.130297
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",telegram_off_platform,Telegram or private-channel coordination reference,32,100,52,257,0.173913,1.272727,32,0,0.171123,0.00279,1.340094,-0.067367
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",tutorial_training_recruitment,"Tutorial, guide, or training content",44,88,57,252,0.232804,1.455446,44,0,0.22449,0.008314,1.480992,-0.025546
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",vulnerable_group_exploitation,Vulnerable group or migrant/student exploitation,0,132,1,308,0.0,0.0,0,0,0.0,0.0,0.0,0.0
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,fullz_identity_package,Fullz or identity package,jurisdiction_localisation,Jurisdiction-specific bank or account reference,35,81,49,276,0.212121,1.584052,47,-12,0.235,-0.022879,1.478007,0.106045
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,fullz_identity_package,Fullz or identity package,mule_recruitment,Mule recruitment or account-holder solicitation,4,112,6,319,0.032787,1.52069,4,0,0.029851,0.002936,1.496875,0.023815
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,fullz_identity_package,Fullz or identity package,telegram_off_platform,Telegram or private-channel coordination reference,31,85,53,272,0.183432,1.403017,32,-1,0.175824,0.007608,1.392442,0.010575
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,fullz_identity_package,Fullz or identity package,tutorial_training_recruitment,"Tutorial, guide, or training content",40,76,61,264,0.225989,1.505633,43,-3,0.223958,0.002031,1.50387,0.001763
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,fullz_identity_package,Fullz or identity package,vulnerable_group_exploitation,Vulnerable group or migrant/student exploitation,1,115,0,325,0.008621,3.801724,1,0,0.007812,0.000809,3.742188,0.059536
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,jurisdiction_localisation,Jurisdiction-specific bank or account reference,mule_recruitment,Mule recruitment or account-holder solicitation,4,80,6,351,0.044444,2.1,4,0,0.032,0.012444,1.610084,0.489916
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,jurisdiction_localisation,Jurisdiction-specific bank or account reference,telegram_off_platform,Telegram or private-channel coordination reference,18,66,66,291,0.12,1.125,20,-2,0.108108,0.011892,0.936095,0.188905
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,jurisdiction_localisation,Jurisdiction-specific bank or account reference,tutorial_training_recruitment,"Tutorial, guide, or training content",26,58,75,282,0.163522,1.351485,32,-6,0.164948,-0.001426,1.203801,0.147684
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,jurisdiction_localisation,Jurisdiction-specific bank or account reference,vulnerable_group_exploitation,Vulnerable group or migrant/student exploitation,1,83,0,357,0.011905,5.25,1,0,0.008403,0.003502,4.02521,1.22479
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,mule_recruitment,Mule recruitment or account-holder solicitation,telegram_off_platform,Telegram or private-channel coordination reference,7,3,77,354,0.08046,3.675,7,0,0.078652,0.001808,3.898837,-0.223837
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,mule_recruitment,Mule recruitment or account-holder solicitation,tutorial_training_recruitment,"Tutorial, guide, or training content",5,5,96,335,0.04717,2.183168,5,0,0.044643,0.002527,2.238318,-0.05515
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,mule_recruitment,Mule recruitment or account-holder solicitation,vulnerable_group_exploitation,Vulnerable group or migrant/student exploitation,0,10,1,430,0.0,0.0,0,0,0.0,0.0,0.0,0.0
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,telegram_off_platform,Telegram or private-channel coordination reference,tutorial_training_recruitment,"Tutorial, guide, or training content",31,53,70,287,0.201299,1.611386,31,0,0.191358,0.009941,1.613671,-0.002285
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,telegram_off_platform,Telegram or private-channel coordination reference,vulnerable_group_exploitation,Vulnerable group or migrant/student exploitation,0,84,1,356,0.0,0.0,0,0,0.0,0.0,0.0,0.0
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,441,tutorial_training_recruitment,"Tutorial, guide, or training content",vulnerable_group_exploitation,Vulnerable group or migrant/student exploitation,0,101,1,339,0.0,0.0,0,0,0.0,0.0,0.0,0.0
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,8. Secure ccSeller,466,bank_drop_sale,Bank drop sale or bank-drop infrastructure,bank_log_sale,Compromised bank log sale or discussion,79,41,98,248,0.362385,1.733239,80,-1,0.36036,0.002025,1.749692,-0.016453
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,8. Secure ccSeller,466,bank_drop_sale,Bank drop sale or bank-drop infrastructure,cashout_laundering_service,Cash-out or laundering service,33,87,87,259,0.15942,1.067917,33,0,0.158654,0.000766,1.088636,-0.020719
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,8. Secure ccSeller,466,bank_drop_sale,Bank drop sale or bank-drop infrastructure,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,39,81,87,259,0.188406,1.201984,39,0,0.186603,0.001803,1.215657,-0.013673
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,8. Secure ccSeller,466,bank_drop_sale,Bank drop sale or bank-drop infrastructure,email_access_takeover,Email-access-enabled account takeover,29,91,31,315,0.192053,1.876944,30,-1,0.193548,-0.001495,1.85563,0.021314
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,8. Secure ccSeller,466,bank_drop_sale,Bank drop sale or bank-drop infrastructure,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",35,85,97,249,0.16129,1.029672,35,0,0.159817,0.001473,1.041757,-0.012085
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,8. Secure ccSeller,466,bank_drop_sale,Bank drop sale or bank-drop infrastructure,fullz_identity_package,Fullz or identity package,62,58,60,286,0.344444,1.973497,63,-1,0.33871,0.005734,1.948412,0.025085
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,8. Secure ccSeller,466,bank_drop_sale,Bank drop sale or bank-drop infrastructure,jurisdiction_localisation,Jurisdiction-specific bank or account reference,63,57,51,295,0.368421,2.146053,64,-1,0.363636,0.004785,2.129037,0.017016
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,8. Secure ccSeller,466,bank_drop_sale,Bank drop sale or bank-drop infrastructure,mule_recruitment,Mule recruitment or account-holder solicitation,4,116,6,340,0.031746,1.553333,4,0,0.031496,0.00025,1.583471,-0.030138
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,8. Secure ccSeller,466,bank_drop_sale,Bank drop sale or bank-drop infrastructure,telegram_off_platform,Telegram or private-channel coordination reference,16,104,70,276,0.084211,0.722481,16,0,0.08377,0.000441,0.736498,-0.014017
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,8. Secure ccSeller,466,bank_drop_sale,Bank drop sale or bank-drop infrastructure,tutorial_training_recruitment,"Tutorial, guide, or training content",40,80,63,283,0.218579,1.508091,41,-1,0.219251,-0.000672,1.516876,-0.008785
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,8. Secure ccSeller,466,bank_drop_sale,Bank drop sale or bank-drop infrastructure,vulnerable_group_exploitation,Vulnerable group or migrant/student exploitation,0,120,1,345,0.0,0.0,0,0,0.0,0.0,0.0,0.0
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,8. Secure ccSeller,466,bank_log_sale,Compromised bank log sale or discussion,cashout_laundering_service,Cash-out or laundering service,68,109,52,237,0.296943,1.491902,68,0,0.291845,0.005098,1.499632,-0.00773
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,8. Secure ccSeller,466,bank_log_sale,Compromised bank log sale or discussion,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,78,99,48,241,0.346667,1.629809,78,0,0.33913,0.007537,1.625353,0.004456
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,8. Secure ccSeller,466,bank_log_sale,Compromised bank log sale or discussion,email_access_takeover,Email-access-enabled account takeover,53,124,7,282,0.288043,2.325612,55,-2,0.289474,-0.001431,2.274258,0.051354
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,8. Secure ccSeller,466,bank_log_sale,Compromised bank log sale or discussion,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",59,118,73,216,0.236,1.176768,59,0,0.231373,0.004627,1.173971,0.002797
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,8. Secure ccSeller,466,bank_log_sale,Compromised bank log sale or discussion,fullz_identity_package,Fullz or identity package,60,117,62,227,0.251046,1.294804,63,-3,0.256098,-0.005052,1.302529,-0.007725
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,8. Secure ccSeller,466,bank_log_sale,Compromised bank log sale or discussion,jurisdiction_localisation,Jurisdiction-specific bank or account reference,72,105,42,247,0.328767,1.662801,75,-3,0.333333,-0.004566,1.667905,-0.005104
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,8. Secure ccSeller,466,bank_log_sale,Compromised bank log sale or discussion,mule_recruitment,Mule recruitment or account-holder solicitation,7,170,3,286,0.038889,1.842938,7,0,0.038043,0.000846,1.852486,-0.009548
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,8. Secure ccSeller,466,bank_log_sale,Compromised bank log sale or discussion,telegram_off_platform,Telegram or private-channel coordination reference,27,150,59,230,0.114407,0.826567,27,0,0.1125,0.001907,0.830849,-0.004282
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,8. Secure ccSeller,466,bank_log_sale,Compromised bank log sale or discussion,tutorial_training_recruitment,"Tutorial, guide, or training content",63,114,40,249,0.290323,1.610334,65,-2,0.29148,-0.001157,1.607632,0.002702
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,8. Secure ccSeller,466,bank_log_sale,Compromised bank log sale or discussion,vulnerable_group_exploitation,Vulnerable group or migrant/student exploitation,0,177,1,288,0.0,0.0,0,0,0.0,0.0,0.0,0.0
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,8. Secure ccSeller,466,cashout_laundering_service,Cash-out or laundering service,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,60,60,66,280,0.322581,1.849206,60,0,0.320856,0.001725,1.885827,-0.036621
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,8. Secure ccSeller,466,cashout_laundering_service,Cash-out or laundering service,email_access_takeover,Email-access-enabled account takeover,17,103,43,303,0.104294,1.100278,17,0,0.101796,0.002498,1.060286,0.039992
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,8. Secure ccSeller,466,cashout_laundering_service,Cash-out or laundering service,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",37,83,95,251,0.172093,1.08851,37,0,0.171296,0.000797,1.110464,-0.021954
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,8. Secure ccSeller,466,cashout_laundering_service,Cash-out or laundering service,fullz_identity_package,Fullz or identity package,36,84,86,260,0.174757,1.145902,36,0,0.169811,0.004946,1.122656,0.023246
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,8. Secure ccSeller,466,cashout_laundering_service,Cash-out or laundering service,jurisdiction_localisation,Jurisdiction-specific bank or account reference,35,85,79,267,0.175879,1.192251,35,0,0.171569,0.00431,1.17402,0.018231
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,8. Secure ccSeller,466,cashout_laundering_service,Cash-out or laundering service,mule_recruitment,Mule recruitment or account-holder solicitation,7,113,3,343,0.056911,2.718333,7,0,0.056911,0.0,2.794167,-0.075834
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,8. Secure ccSeller,466,cashout_laundering_service,Cash-out or laundering service,telegram_off_platform,Telegram or private-channel coordination reference,41,79,45,301,0.248485,1.851357,41,0,0.248485,0.0,1.903004,-0.051647
